Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Adore,Very Positive,(347),"['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Indie, RPG']",Cadabra Games,QUByte Interactive,"3 Aug, 2023",https://store.steampowered.com/app/1074620/Adore/?snr=1_7_7_7000_150_43,$19.99
Archmage Rises,Mostly Positive,(272),"['Indie, RPG, Simulation, Early Access']","['Single-player', 'Steam Cloud']","['Indie, RPG, Simulation, Early Access']",Defiance Game Studio,Defiance Game Studio,"24 Apr, 2023",https://store.steampowered.com/app/506480/Archmage_Rises/?snr=1_7_7_7000_150_43,$9.99
Onee Chanbara ORIGIN,Mostly Positive,(952),['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Action'],Tamsoft,D3PUBLISHER,"14 Oct, 2020",https://store.steampowered.com/app/1232460/Onee_Chanbara_ORIGIN/?snr=1_7_7_7000_150_43,$59.99
Idling Gears,Mixed,(164),['Casual'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']",['Casual'],guilemus,guilemus,"7 Nov, 2023",https://store.steampowered.com/app/2285820/Idling_Gears/?snr=1_7_7_7000_150_43,$2.99
Another Brick in The Mall,Very Positive,"(2,111)","['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Indie, Simulation, Strategy']",The Quadsphere,The Quadsphere,"30 Apr, 2020",https://store.steampowered.com/app/521150/Another_Brick_in_The_Mall/?snr=1_7_7_7000_150_43,$8.99
Staxel,Very Positive,"(2,946)","['Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","['Indie, RPG, Simulation']",Plukit,Humble Games,"11 Apr, 2019",https://store.steampowered.com/app/405710/Staxel/?snr=1_7_7_7000_150_43,$9.99
Ultimate Epic Battle Simulator,Mostly Positive,"(8,301)","['Action, Adventure, Indie, Simulation, Strategy']",['Single-player'],"['Action, Adventure, Indie, Simulation, Strategy']",Brilliant Game Studios,Brilliant Game Studios,"12 Apr, 2017",https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/?snr=1_7_7_7000_150_43,$14.99
Hand Simulator: Survival,Very Positive,"(7,583)","['Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Stats']","['Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation']",HFM Games,HFM Games,"17 Dec, 2019",https://store.steampowered.com/app/924140/Hand_Simulator_Survival/?snr=1_7_7_7000_150_43,$1.99
Potion Tycoon,Mostly Positive,(296),"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Simulation, Strategy, Early Access']",Snowhound Games,Daedalic Entertainment,"13 Mar, 2023",https://store.steampowered.com/app/1485690/Potion_Tycoon/?snr=1_7_7_7000_150_43,$10.99
Ben and Ed - Blood Party,Very Positive,"(1,910)","['Action, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']","['Action, Indie']",Sluggerfly,Sluggerfly,"13 Feb, 2018",https://store.steampowered.com/app/500260/Ben_and_Ed__Blood_Party/?snr=1_7_7_7000_150_43,$14.99
小白兔电商~Bunny e-Shop,Very Positive,"(8,816)","['Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, Simulation']",落叶岛项目组,NVLMaker,"12 Nov, 2021",https://store.steampowered.com/app/1111460/Bunny_eShop/?snr=1_7_7_7000_150_43,$10.99
It Steals,Overwhelmingly Positive,"(1,335)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Remote Play Together']","['Action, Indie']",Zeekerss,Zeekerss,"23 Jul, 2020",https://store.steampowered.com/app/1349060/It_Steals/?snr=1_7_7_7000_150_43,$4.99
PAC-MAN MUSEUM+,Very Positive,(301),"['Action, Casual']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Action, Casual']",NOW PRODUCTION,Bandai Namco Entertainment,"27 Jun, 2022",https://store.steampowered.com/app/1665130/PACMAN_MUSEUM/?snr=1_7_7_7000_150_43,$12.99
Who's Who?,Mostly Positive,(334),"['Action, Casual']","['Online PvP', 'Steam Achievements']","['Action, Casual']",G1 Playground,G1 Playground,"29 Aug, 2022",https://store.steampowered.com/app/1796200/Whos_Who/?snr=1_7_7_7000_150_43,$4.99
East Trade Tycoon,Mostly Positive,(637),"['Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Simulation']",PandaUpStudio,BD Games,"23 Feb, 2023",https://store.steampowered.com/app/2101080/East_Trade_Tycoon/?snr=1_7_7_7000_150_43,$3.99
Croixleur Sigma - Deluxe Edition,Mostly Positive,(107),"['Action, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Action, Casual, Indie']",souvenir circ.,PLAYISM,"19 Nov, 2019",https://store.steampowered.com/app/1052440/Croixleur_Sigma__Deluxe_Edition/?snr=1_7_7_7000_150_43,$3.14
Impostor Factory,Overwhelmingly Positive,"(9,490)","['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Casual, Indie, RPG']",Freebird Games,Freebird Games,"30 Sep, 2021",https://store.steampowered.com/app/1182620/Impostor_Factory/?snr=1_7_7_7000_150_43,$5.79
Risen 2: Dark Waters,Very Positive,"(2,880)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",['RPG'],Piranha Bytes,THQ Nordic,"27 Apr, 2012",https://store.steampowered.com/app/40390/Risen_2_Dark_Waters/?snr=1_7_7_7000_150_43,$5.79
Gensokyo Night Festival,Very Positive,"(4,056)","['Action, Casual, Indie, Early Access']",['Single-player'],"['Action, Casual, Indie, Early Access']",WSS playground,WSS playground,"14 Oct, 2019",https://store.steampowered.com/app/1122050/Gensokyo_Night_Festival/?snr=1_7_7_7000_150_43,$10.39
Castlevania Advance Collection,Very Positive,"(1,310)",['Action'],"['Single-player', 'Steam Achievements']",['Action'],Konami Digital Entertainment,Konami Digital Entertainment,"24 Sep, 2021",https://store.steampowered.com/app/1552550/Castlevania_Advance_Collection/?snr=1_7_7_7000_150_43,$10.49
Brigador: Up-Armored Edition,Very Positive,"(3,961)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","['Action, Indie']",Stellar Jockeys,Stellar Jockeys,"2 Jun, 2016",https://store.steampowered.com/app/274500/Brigador_UpArmored_Edition/?snr=1_7_7_7000_150_43,$12.49
Croixleur Sigma - Deluxe Edition,Mostly Positive,(107),"['Action, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Action, Casual, Indie']",souvenir circ.,PLAYISM,"19 Nov, 2019",https://store.steampowered.com/app/1052440/Croixleur_Sigma__Deluxe_Edition/?snr=1_7_7_7000_150_44,$3.14
Impostor Factory,Overwhelmingly Positive,"(9,490)","['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Casual, Indie, RPG']",Freebird Games,Freebird Games,"30 Sep, 2021",https://store.steampowered.com/app/1182620/Impostor_Factory/?snr=1_7_7_7000_150_44,$5.79
Risen 2: Dark Waters,Very Positive,"(2,880)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",['RPG'],Piranha Bytes,THQ Nordic,"27 Apr, 2012",https://store.steampowered.com/app/40390/Risen_2_Dark_Waters/?snr=1_7_7_7000_150_44,$5.79
Gensokyo Night Festival,Very Positive,"(4,056)","['Action, Casual, Indie, Early Access']",['Single-player'],"['Action, Casual, Indie, Early Access']",WSS playground,WSS playground,"14 Oct, 2019",https://store.steampowered.com/app/1122050/Gensokyo_Night_Festival/?snr=1_7_7_7000_150_44,$10.39
Castlevania Advance Collection,Very Positive,"(1,310)",['Action'],"['Single-player', 'Steam Achievements']",['Action'],Konami Digital Entertainment,Konami Digital Entertainment,"24 Sep, 2021",https://store.steampowered.com/app/1552550/Castlevania_Advance_Collection/?snr=1_7_7_7000_150_44,$10.49
Brigador: Up-Armored Edition,Very Positive,"(3,961)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","['Action, Indie']",Stellar Jockeys,Stellar Jockeys,"2 Jun, 2016",https://store.steampowered.com/app/274500/Brigador_UpArmored_Edition/?snr=1_7_7_7000_150_44,$12.49
Space Rangers HD: A War Apart,Very Positive,"(4,896)","['Action, Adventure, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action, Adventure, RPG, Simulation, Strategy']",SNK Games,Fulqrum Publishing,"17 Oct, 2013",https://store.steampowered.com/app/214730/Space_Rangers_HD_A_War_Apart/?snr=1_7_7_7000_150_44,$7.99
Griefhelm,Mostly Positive,(245),"['Action, Casual, Indie, Simulation, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Cloud', 'Remote Play Together']","['Action, Casual, Indie, Simulation, Sports']",Johnny Dale Lonack,Thorrnet Publishing,"20 Aug, 2020",https://store.steampowered.com/app/1125330/Griefhelm/?snr=1_7_7_7000_150_44,$9.99
Blockland,Mostly Positive,"(3,355)","['Action, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Action, Indie, Simulation']",Eric Hartman,Step 1 Games LLC,"28 Feb, 2007",https://store.steampowered.com/app/250340/Blockland/?snr=1_7_7_7000_150_44,$9.99
Children of a Dead Earth,Very Positive,(711),"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']","Q Switched Productions, LLC","Q Switched Productions, LLC","23 Sep, 2016",https://store.steampowered.com/app/476530/Children_of_a_Dead_Earth/?snr=1_7_7_7000_150_44,$10.49
Gods Of Defense,Mixed,(40),['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Strategy'],Blue Math,Blue Math,"1 May, 2023",https://store.steampowered.com/app/2106910/Gods_Of_Defense/?snr=1_7_7_7000_150_44,$14.99
King's Bounty: Warriors of the North,Mostly Positive,(998),"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['RPG, Strategy']",Fulqrum Publishing,Fulqrum Publishing,"26 Oct, 2012",https://store.steampowered.com/app/203350/Kings_Bounty_Warriors_of_the_North/?snr=1_7_7_7000_150_44,$5.79
Umineko: Golden Fantasia,Very Positive,(353),"['Action, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']","['Action, Indie']",07th Expansion,MangaGamer,"9 Dec, 2017",https://store.steampowered.com/app/550340/Umineko_Golden_Fantasia/?snr=1_7_7_7000_150_44,$12.49
Project Arrhythmia,Overwhelmingly Positive,"(1,878)","['Action, Adventure, Indie, Strategy, Early Access']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']","['Action, Adventure, Indie, Strategy, Early Access']",Vitamin Games,"Top Hat Studios, Inc.","15 Jun, 2019",https://store.steampowered.com/app/440310/Project_Arrhythmia/?snr=1_7_7_7000_150_44,$11.99
Undaunted Normandy,Very Positive,(81),"['Strategy, Early Access']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Remote Play Together']","['Strategy, Early Access']",Bookmark Games,Bookmark Games,"28 Jul, 2023",https://store.steampowered.com/app/1853630/Undaunted_Normandy/?snr=1_7_7_7000_150_44,$15.99
Mirror Maker,Mostly Positive,(837),"['Indie, RPG, Simulation']","['Single-player', 'Steam Trading Cards']","['Indie, RPG, Simulation']",KAGAMI WORKs,Paradise Project,"17 Jan, 2019",https://store.steampowered.com/app/1007350/Mirror_Maker/?snr=1_7_7_7000_150_44,$0.79
Din's Curse,Very Positive,(200),"['Action, Indie, RPG']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards']","['Action, Indie, RPG']",Soldak Entertainment,Soldak Entertainment,"31 Mar, 2010",https://store.steampowered.com/app/217290/Dins_Curse/?snr=1_7_7_7000_150_44,$1.44
Pumping Simulator,Mostly Positive,(412),"['Casual, Indie, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Simulation']",Lance Games,Lance Games,"20 Dec, 2020",https://store.steampowered.com/app/1455120/Pumping_Simulator/?snr=1_7_7_7000_150_44,$2.99
Seven Nights Ghost,Very Positive,(418),['Indie'],['Single-player'],['Indie'],TozukuGames,TozukuGames,"31 Aug, 2023",https://store.steampowered.com/app/2382250/Seven_Nights_Ghost/?snr=1_7_7_7000_150_44,$11.99
Deep Sky Derelicts,Mostly Positive,"(1,668)","['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Indie, RPG, Strategy']",Snowhound Games,Fulqrum Publishing,"26 Sep, 2018",https://store.steampowered.com/app/698640/Deep_Sky_Derelicts/?snr=1_7_7_7000_150_44,$10.49
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,Very Positive,(243),['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['RPG'],"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","22 Apr, 2021",https://store.steampowered.com/app/1502990/Atelier_Lydie__Suelle_The_Alchemists_and_the_Mysterious_Paintings_DX/?snr=1_7_7_7000_150_44,$33.29
BANCHOU TACTICS,Very Positive,(63),['Strategy'],"['Single-player', 'Steam Achievements']",['Strategy'],SECRET CHARACTER,Flyhigh Works,"10 Aug, 2023",https://store.steampowered.com/app/1981160/BANCHOU_TACTICS/?snr=1_7_7_7000_150_44,$10.49
Border Officer,Mixed,"(1,117)","['Action, Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements']","['Action, Adventure, Indie, Simulation']",Cheesecake Dev,Cheesecake Dev,"19 Jul, 2019",https://store.steampowered.com/app/1057180/Border_Officer/?snr=1_7_7_7000_150_44,$5.79
Sudeki,Very Positive,(730),"['Action, Adventure, RPG']","['Single-player', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","['Action, Adventure, RPG']",Climax Studios,Climax Group,"25 Mar, 2005",https://store.steampowered.com/app/233350/Sudeki/?snr=1_7_7_7000_150_44,$5.99
Trine 2: Complete Story,Overwhelmingly Positive,"(14,584)","['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure, Indie']",Frozenbyte,Frozenbyte,"6 Jun, 2013",https://store.steampowered.com/app/35720/Trine_2_Complete_Story/?snr=1_7_7_7000_150_44,$10.49
Galactic Civilizations III,Mostly Positive,"(8,162)",['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",['Strategy'],Stardock Entertainment,Stardock Entertainment,"14 May, 2015",https://store.steampowered.com/app/226860/Galactic_Civilizations_III/?snr=1_7_7_7000_150_44,$18.99
Euro Fishing,Mixed,"(1,431)","['Simulation, Sports']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']","['Simulation, Sports']",Dovetail Games,Dovetail Games,"2 Nov, 2015",https://store.steampowered.com/app/314520/Euro_Fishing/?snr=1_7_7_7000_150_44,$7.99
Tangledeep,Very Positive,(988),"['Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Indie, RPG']",Impact Gameworks,Impact Gameworks,"1 Feb, 2018",https://store.steampowered.com/app/628770/Tangledeep/?snr=1_7_7_7000_150_44,$14.99
Jupiter Hell,Very Positive,"(1,365)","['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie, RPG, Strategy']",ChaosForge,Hyperstrange,"5 Aug, 2021",https://store.steampowered.com/app/811320/Jupiter_Hell/?snr=1_7_7_7000_150_44,$24.99
Sam & Max 301: The Penal Zone,Very Positive,(291),"['Action, Adventure']",['Single-player'],"['Action, Adventure']",Telltale Games,Skunkape Games,Telltale Games,https://store.steampowered.com/app/31220/Sam__Max_301_The_Penal_Zone/?snr=1_7_7_7000_150_44,
Strategic Mind: The Pacific,Mostly Positive,(512),"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Indie, Simulation, Strategy']",Starni Games,Untold Tales,"25 Oct, 2019",https://store.steampowered.com/app/991810/Strategic_Mind_The_Pacific/?snr=1_7_7_7000_150_44,$29.99
Receiver 2,Very Positive,"(2,273)","['Action, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']","['Action, Indie, Simulation']",Wolfire Games,Wolfire Games,"14 Apr, 2020",https://store.steampowered.com/app/1129310/Receiver_2/?snr=1_7_7_7000_150_44,$10.49
Professional Fishing,Mostly Positive,"(3,554)","['Action, Casual, Massively Multiplayer, Simulation, Sports, Free to Play']","['Online PvP', 'Online Co-op', 'In-App Purchases', 'Stats']","['Action, Casual, Massively Multiplayer, Simulation, Sports, Free to Play']",MasterCode,Ultimate Games S.A.,"30 Nov, 2018",https://store.steampowered.com/app/798420/Professional_Fishing/?snr=1_7_7_7000_150_44,Free
Aquarium Designer,Very Positive,(797),"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements']","['Casual, Indie, Simulation']",Sigur Studio,Games Operators,"21 Oct, 2021",https://store.steampowered.com/app/1339000/Aquarium_Designer/?snr=1_7_7_7000_150_44,$9.99
